2968,MX vs. ATV Untamed,X360,2007,Racing,2007,THQ,0.55,0.08,0.0,0.06,0.69
2969,The Last Remnant,X360,2008,Role-Playing,2008,Square Enix,0.25,0.2,0.18,0.06,0.69
2970,Frozen: Olaf's Quest,DS,2013,Platform,2013,Disney Interactive Studios,0.28,0.35,0.0,0.06,0.69
2971,The Sims: Medieval,PC,2011,Simulation,2011,Electronic Arts,0.27,0.32,0.0,0.1,0.69
2904,London 2012: The Official Video Game of the Olympic Games,PS3,2012,Sports,2012,Sega,0.06,0.5,0.0,0.15,0.7
2905,NHL 12,X360,2011,Sports,2011,Electronic Arts,0.55,0.1,0.0,0.05,0.7
2906,Tony Hawk's Underground,GC,2003,Sports,2003,Activision,0.54,0.14,0.0,0.02,0.7
2907,Infinite Undiscovery,X360,2008,Role-Playing,2008,Square Enix,0.34,0.18,0.12,0.06,0.7
2908,Super Bomberman 3,SNES,1994,Puzzle,1994,Hudson Soft,0.0,0.0,0.7,0.0,0.7
2909,Command & Conquer: Red Alert Retaliation,PS,1998,Strategy,1998,Virgin Interactive,0.39,0.27,0.0,0.05,0.7
2910,The Sims 2: Apartment Pets,DS,2008,Simulation,2008,Electronic Arts,0.32,0.31,0.0,0.07,0.7
2911,Star Wars: Obi-Wan,XB,2001,Action,2001,Activision,0.52,0.16,0.0,0.02,0.7
2912,NCAA Football 08,X360,2007,Sports,2007,Electronic Arts,0.65,0.0,0.0,0.05,0.7
2913,Kill.Switch,PS2,2003,Shooter,2003,Sony Computer Entertainment,0.34,0.27,0.0,0.09,0.7
2914,Lalaloopsy,DS,2011,Simulation,2011,Activision,0.54,0.1,0.0,0.06,0.7
2915,Madden NFL 2005,GC,2004,Sports,2004,Electronic Arts,0.54,0.14,0.0,0.02,0.7
2916,F-14 Tomcat,GBA,2001,Action,2001,Majesco Entertainment,0.5,0.19,0.0,0.01,0.7
2917,SplashDown,PS2,2001,Racing,2001,Atari,0.34,0.27,0.0,0.09,0.7
2918,NCAA Football 98,PS,1997,Sports,1997,Electronic Arts,0.39,0.27,0.0,0.05,0.7
2919,Jade Empire,XB,2005,Role-Playing,2005,Microsoft Game Studios,0.48,0.19,0.0,0.03,0.7
2920,"Transformers: Revenge of the Fallen (XBox 360 PS3 & PC Versions)",PS3,2009,Shooter,2009,Activision,0.28,0.3,0.0,0.12,0.7
2921,The Sims 3,DS,2010,Simulation,2010,Electronic Arts,0.39,0.25,0.0,0.06,0.7
2922,Skylanders: Trap Team,WiiU,2014,Action,2014,Activision,0.39,0.25,0.0,0.06,0.7
2923,Prince of Persia: The Forgotten Sands,PS3,2010,Action,2010,Ubisoft,0.19,0.36,0.01,0.13,0.7
2924,Chocobo's Dungeon 2,PS,1998,Role-Playing,1998,SquareSoft,0.04,0.03,0.58,0.05,0.7
2925,Advance Wars,GBA,2001,Strategy,2001,Nintendo,0.5,0.19,0.0,0.01,0.7
2926,Hannah Montana: The Movie,DS,2009,Adventure,2009,Disney Interactive Studios,0.38,0.25,0.0,0.07,0.7
2927,World of Zoo,DS,2009,Simulation,2009,THQ,0.43,0.2,0.0,0.06,0.7
2928,Ape Escape: On the Loose,PSP,2005,Platform,2005,Sony Computer Entertainment,0.52,0.01,0.12,0.05,0.7
2929,NASCAR 2001,PS2,2000,Racing,2000,Electronic Arts,0.34,0.27,0.0,0.09,0.7
2930,IL-2 Sturmovik: Birds of Prey,PS3,2009,Simulation,2009,505 Games,0.34,0.26,0.0,0.1,0.7
2931,Book of Spells,PS3,2012,Action,2012,Sony Computer Entertainment,0.13,0.4,0.0,0.16,0.7
2932,NCAA Football 2001,PS,2000,Sports,2000,Electronic Arts,0.39,0.26,0.0,0.05,0.7
2933,Mafia,PS2,2004,Action,2004,Illusion Softworks,0.34,0.27,0.0,0.09,0.7
2934,Mobile Suit Gundam: Journey to Jaburo,PS2,2000,Simulation,2000,Namco Bandai Games,0.16,0.13,0.36,0.04,0.7
2935,Metal Gear Solid V: The Phantom Pain,PS3,2015,Action,2015,Konami Digital Entertainment,0.21,0.18,0.22,0.08,0.7
2936,TimeSplitters 2,PS2,2002,Shooter,2002,Eidos Interactive,0.34,0.27,0.0,0.09,0.7
2937,MotionSports,X360,2010,Sports,2010,Ubisoft,0.38,0.26,0.0,0.06,0.7
2938,MLB 08: The Show,PS3,2008,Sports,2008,Sony Computer Entertainment,0.64,0.0,0.0,0.05,0.7
2939,Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Adventure,2004,Nintendo,0.37,0.14,0.17,0.01,0.7
2940,Fire Emblem: Monsh? no Nazo,SNES,1994,Role-Playing,1994,Nintendo,0.0,0.0,0.7,0.0,0.7
2941,Disney's Chicken Little,GBA,2005,Platform,2005,Disney Interactive Studios,0.5,0.18,0.0,0.01,0.7
2858,Battlefield: Bad Company 2,PC,2010,Shooter,2010,Electronic Arts,0.19,0.53,0.0,0.0,0.71
2859,The Lord of the Rings: The Two Towers,XB,2002,Action,2002,Electronic Arts,0.45,0.24,0.0,0.03,0.71
2860,Madden NFL 2003,XB,2002,Sports,2002,Electronic Arts,0.67,0.02,0.0,0.03,0.71
2861,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007,Role-Playing,2007,Square Enix,0.18,0.01,0.5,0.02,0.71
2862,MLB 13: The Show,PS3,2013,Sports,2013,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.71
2863,Omerta: City of Gangsters,X360,2011,Simulation,2011,Konami Digital Entertainment,0.42,0.23,0.0,0.06,0.71
2864,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,2015,Action,2015,Square Enix,0.16,0.13,0.37,0.06,0.71
2865,Virtua Fighter 4: Evolution,PS2,2003,Fighting,2003,Sega,0.35,0.27,0.0,0.09,0.71
2866,Top Spin 4,PS3,2011,Sports,2011,Take-Two Interactive,0.17,0.4,0.0,0.14,0.71
2867,Resident Evil: Survivor,PS,2000,Action,2000,Eidos Interactive,0.23,0.15,0.29,0.05,0.71
2868,Dynasty Warriors 6,PS3,2007,Action,2007,Tecmo Koei,0.18,0.08,0.41,0.04,0.71
2869,Super Trucks Racing,PS2,2002,Racing,2002,Jester Interactive,0.35,0.27,0.0,0.09,0.71
2870,Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,2014,Nippon Ichi Software,0.33,0.07,0.27,0.04,0.71
2871,Madden NFL 08,PSP,2007,Sports,2007,Electronic Arts,0.6,0.04,0.0,0.07,0.71
2872,Godzilla: Destroy All Monsters Melee,GC,2002,Fighting,2002,Atari,0.55,0.14,0.0,0.02,0.71
2873,Jeremy McGrath Supercross 2000,PS,2000,Racing,2000,Acclaim Entertainment,0.4,0.27,0.0,0.05,0.71
2874,Conker: Live And Reloaded,XB,2005,Adventure,2005,Microsoft Game Studios,0.49,0.2,0.0,0.02,0.71
2875,Silent Hill 3,PS2,2003,Action,2003,Konami Digital Entertainment,0.35,0.27,0.0,0.09,0.71
2876,Madden NFL 09,PSP,2008,Sports,2008,Electronic Arts,0.65,0.0,0.0,0.06,0.71
2877,Final Fantasy X/X-2 HD Remaster,PS4,2015,Role-Playing,2015,Square Enix,0.29,0.25,0.06,0.11,0.71
2878,Yu-Gi-Oh! The Falsebound Kingdom,GC,2002,Strategy,2002,Konami Digital Entertainment,0.49,0.13,0.07,0.02,0.71
2879,LEGO Rock Band,Wii,2009,Misc,2009,Warner Bros. Interactive Entertainment,0.42,0.22,0.0,0.07,0.71
2880,MLB 10: The Show,PS3,2010,Sports,2010,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.71
2881,Spyro: Enter the Dragonfly,GC,2002,Platform,2002,Universal Interactive,0.55,0.14,0.0,0.02,0.71
2882,Scooby-Doo 2: Monsters Unleashed,GBA,2004,Action,2004,THQ,0.51,0.19,0.0,0.01,0.71
2883,Power Rangers: Dino Thunder,PS2,2004,Action,2004,THQ,0.35,0.27,0.0,0.09,0.71
2884,Rhythm Heaven: The Best+,3DS,2015,Misc,2015,Nintendo,0.0,0.0,0.71,0.0,0.71
2885,LEGO Racers,N64,1999,Racing,1999,LEGO Media,0.51,0.18,0.0,0.01,0.71
2886,WWF Attitude,N64,1999,Fighting,1999,Acclaim Entertainment,0.57,0.13,0.0,0.01,0.71
2887,Blast Corps,N64,1997,Action,1997,Nintendo,0.39,0.09,0.17,0.06,0.71
2888,LEGO Harry Potter: Years 1-4,PSP,2010,Action,2010,Warner Bros. Interactive Entertainment,0.14,0.37,0.0,0.19,0.71
2889,Tactics Ogre: Let Us Cling Together,SNES,1995,Role-Playing,1995,Quest,0.0,0.0,0.71,0.0,0.71
2890,"WarioWare Inc.: Mega Party Game$",GC,2003,Puzzle,2003,Nintendo,0.2,0.05,0.44,0.02,0.71
2891,Football Manager 2014,PC,2013,Sports,2013,Sega,0.0,0.6,0.0,0.1,0.71
2892,Battle Arena Toshinden 2,PS,1995,Fighting,1995,Sony Computer Entertainment,0.15,0.1,0.41,0.05,0.71
2893,WWE SmackDown vs. Raw 2011,PSP,2010,Fighting,2010,THQ,0.22,0.31,0.0,0.17,0.71
2894,Jeopardy!,PS,1997,Misc,1997,Hasbro Interactive,0.39,0.27,0.0,0.05,0.71
2895,South Park,PS,1998,Shooter,1998,Acclaim Entertainment,0.39,0.27,0.0,0.05,0.71
2896,Metal Gear Solid V: The Phantom Pain,XOne,2015,Action,2015,Konami Digital Entertainment,0.37,0.26,0.01,0.06,0.71
2897,Two Worlds,X360,2007,Role-Playing,2007,SouthPeak Games,0.41,0.23,0.0,0.07,0.71
2898,Doom 3: Resurrection of Evil,XB,2005,Shooter,2005,Activision,0.53,0.15,0.0,0.03,0.71
2899,NCAA Football 09,X360,2008,Sports,2008,Electronic Arts,0.65,0.0,0.0,0.05,0.71
2900,NBA Live 09,X360,2008,Sports,2008,Electronic Arts,0.5,0.14,0.0,0.07,0.71
2901,Ratchet & Clank: Into the Nexus,PS3,2013,Shooter,2013,Sony Computer Entertainment,0.3,0.29,0.0,0.11,0.71
2902,Spider-Man 2,PSP,2005,Action,2005,Activision,0.35,0.21,0.0,0.14,0.71
2903,2014 FIFA World Cup Brazil,PS3,2014,Sports,2014,Electronic Arts,0.15,0.39,0.01,0.16,0.71
2823,SSX,X360,2012,Sports,2012,Electronic Arts,0.38,0.28,0.0,0.06,0.72
2824,Style Savvy: Trendsetters,3DS,2012,Simulation,2012,Nintendo,0.16,0.02,0.53,0.01,0.72
2825,James Bond 007: Agent Under Fire,GC,2002,Shooter,2002,Electronic Arts,0.56,0.15,0.0,0.02,0.72
2826,XCOM: Enemy Unknown,PC,2012,Strategy,2012,Take-Two Interactive,0.26,0.36,0.0,0.1,0.72
2827,Rabbids Go Home,DS,2009,Platform,2009,Ubisoft,0.35,0.3,0.0,0.07,0.72
2828,Star Wars Episode III: Revenge of the Sith,GBA,2005,Action,2005,Ubisoft,0.52,0.19,0.0,0.01,0.72
2829,Ultimate Spider-Man,PS2,2005,Action,2005,Activision,0.6,0.02,0.0,0.1,0.72
2830,FIFA Soccer 13,Wii,2012,Action,2012,Electronic Arts,0.19,0.46,0.0,0.08,0.72
2831,God Eater,PSP,2010,Action,2010,Unknown,0.0,0.0,0.72,0.0,0.72
2832,Final Fantasy XIV: A Realm Reborn,PS4,2014,Role-Playing,2014,Square Enix,0.32,0.22,0.08,0.1,0.72
2833,SD Gundam G Generation,PS,1998,Strategy,1998,Namco Bandai Games,0.0,0.0,0.67,0.05,0.72
2834,Area 51,PS,1996,Shooter,1996,GT Interactive,0.4,0.27,0.0,0.05,0.72
2835,NBA Live 08,PS2,2007,Sports,2007,Electronic Arts,0.59,0.02,0.01,0.1,0.72
2836,Dead to Rights,XB,2002,Shooter,2002,Electronic Arts,0.53,0.17,0.0,0.03,0.72
2837,Tiger Woods PGA Tour 07,PS2,2006,Sports,2006,Electronic Arts,0.6,0.02,0.0,0.1,0.72
2838,Test Drive 6,PS,1999,Racing,1999,Atari,0.4,0.27,0.0,0.05,0.72
2839,Kouchuu Ouja Mushi King,GBA,2005,Action,2005,Sega,0.0,0.0,0.7,0.02,0.72
2841,Major League Baseball 2K7,X360,2007,Sports,2007,Spike,0.67,0.0,0.0,0.05,0.72
2842,X-Men: Mutant Academy 2,PS,2001,Fighting,2001,Activision,0.4,0.27,0.0,0.05,0.72
2843,Terraria,X360,2013,Action,2013,505 Games,0.35,0.31,0.0,0.06,0.72
2844,Jampack Winter 2001,PS2,2001,Misc,2001,Sony Computer Entertainment,0.35,0.28,0.0,0.09,0.72
2845,Kangaroo,2600,1982,Platform,1982,Atari,0.67,0.04,0.0,0.01,0.72
2846,James Bond 007: Blood Stone,PS3,2010,Shooter,2010,Activision,0.18,0.38,0.02,0.13,0.72
2847,Ben 10: Protector of Earth,PSP,2007,Action,2007,D3Publisher,0.23,0.31,0.0,0.18,0.72
2848,Skate,X360,2007,Sports,2007,Electronic Arts,0.62,0.04,0.0,0.06,0.72
2849,Super Monkey Ball Jr.,GBA,2002,Puzzle,2002,Atari,0.51,0.19,0.0,0.01,0.72
2850,Driver: San Francisco,X360,2011,Racing,2011,Ubisoft,0.25,0.39,0.0,0.08,0.72
2851,MLB 09: The Show,PS3,2009,Sports,2009,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.72
2852,Monster Hunter Tri,WiiU,2012,Role-Playing,2012,Nintendo,0.26,0.19,0.22,0.04,0.72
2853,Mobile Suit Gundam: Encounters in Space,PS2,2003,Simulation,2003,Namco Bandai Games,0.05,0.04,0.61,0.01,0.72
2854,Catherine,PS3,2011,Adventure,2011,Deep Silver,0.3,0.15,0.2,0.07,0.72
2855,Fear Effect,PS,1998,Action,1998,Eidos Interactive,0.4,0.27,0.0,0.05,0.72
2856,FIFA Soccer 11,DS,2010,Sports,2010,Electronic Arts,0.13,0.5,0.0,0.09,0.72
2857,Crysis,PC,2007,Shooter,2007,Electronic Arts,0.0,0.69,0.0,0.03,0.72
2794,Star Ocean: The Last Hope International,PS3,2010,Role-Playing,2010,Square Enix,0.28,0.16,0.22,0.08,0.73
2795,The Sims 2: Castaway,DS,2007,Simulation,2007,Electronic Arts,0.63,0.05,0.0,0.06,0.73
2796,FIFA: Road to World Cup 98,PS,1997,Sports,1997,Electronic Arts,0.14,0.09,0.46,0.05,0.73
2797,Dragon Ball Z: Ultime Menace,SNES,1993,Fighting,1993,Namco Bandai Games,0.0,0.0,0.73,0.0,0.73
2798,Classic NES Series: Donkey Kong,GBA,2004,Platform,2004,Nintendo,0.4,0.15,0.17,0.01,0.73
2799,Call of Duty: Ghosts,PC,2013,Shooter,2013,Activision,0.23,0.41,0.0,0.09,0.73
2800,Yoshi,GB,1991,Puzzle,1991,Nintendo,0.0,0.0,0.73,0.0,0.73
2801,Mortal Kombat 4,N64,1998,Fighting,1998,GT Interactive,0.55,0.17,0.0,0.01,0.73
2802,F1 2011,X360,2011,Racing,2011,Codemasters,0.11,0.51,0.01,0.09,0.73
2803,Madden NFL 10,Wii,2009,Sports,2009,Electronic Arts,0.63,0.04,0.0,0.06,0.73
2804,Kirby: Canvas Curse,DS,2005,Platform,2005,Nintendo,0.37,0.0,0.32,0.04,0.73
2805,Croc 2,PS,1999,Platform,1999,Fox Interactive,0.41,0.28,0.0,0.05,0.73
2806,Practise English!,DS,2007,Misc,2007,Nintendo,0.0,0.0,0.73,0.0,0.73
2807,Oddworld: Munch's Oddysee,XB,2001,Platform,2001,Atari,0.54,0.16,0.0,0.03,0.73
2808,Berzerk,2600,1981,Shooter,1981,Atari,0.68,0.04,0.0,0.01,0.73
2809,NHL 11,X360,2010,Sports,2010,Electronic Arts,0.61,0.07,0.0,0.05,0.73
2810,Dragon Age: Inquisition,PC,2014,Role-Playing,2014,Electronic Arts,0.32,0.34,0.0,0.07,0.73
2811,iCarly,DS,2009,Adventure,2009,Activision,0.67,0.01,0.0,0.05,0.73
2812,DiRT 3,X360,2011,Racing,2011,Codemasters,0.23,0.41,0.01,0.08,0.73
2813,NCAA Football 07,X360,2006,Sports,2006,Electronic Arts,0.67,0.0,0.0,0.06,0.73
2814,Just Dance Wii,Wii,2011,Misc,2011,Nintendo,0.0,0.0,0.73,0.0,0.73
2815,Full Spectrum Warrior,XB,2004,Strategy,2004,THQ,0.54,0.16,0.0,0.03,0.73
2816,Katamari Damacy,PS2,2004,Puzzle,2004,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73
2817,Beyblade VForce: Ultimate Blader Jam,GBA,2003,Action,2003,Atari,0.52,0.19,0.0,0.01,0.73
2818,Ratchet & Clank Collection,PS3,2012,Action,2012,Sony Computer Entertainment,0.47,0.14,0.02,0.09,0.73
2819,Avatar: The Game,Wii,2009,Action,2009,Ubisoft,0.33,0.32,0.0,0.08,0.73
2820,Shaun Palmer's Pro Snowboarder,PS2,2001,Sports,2001,Codemasters,0.36,0.28,0.0,0.09,0.73
2821,MX vs. ATV Reflex,X360,2009,Racing,2009,THQ,0.52,0.15,0.0,0.06,0.73
2822,Imagine: Interior Designer,DS,2008,Simulation,2008,Ubisoft,0.34,0.31,0.0,0.08,0.73
2764,Ace Combat: Assault Horizon,PS3,2011,Action,2011,Namco Bandai Games,0.3,0.16,0.22,0.07,0.74
2765,Jump Ultimate Stars,DS,2006,Fighting,2006,Nintendo,0.0,0.0,0.74,0.0,0.74
2766,Jampack Summer 2001,PS2,2001,Misc,2001,Sony Computer Entertainment,0.36,0.28,0.0,0.1,0.74
2767,Resonance of Fate,PS3,2010,Role-Playing,2010,Sega,0.2,0.22,0.24,0.09,0.74
2768,Burnout,PS2,2001,Racing,2001,Acclaim Entertainment,0.36,0.28,0.0,0.1,0.74
2769,Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,2007,Ubisoft,0.42,0.19,0.0,0.14,0.74
2770,Final Fantasy XIII-2,X360,2011,Role-Playing,2011,Square Enix,0.36,0.3,0.02,0.06,0.74
2771,LEGO Batman 2: DC Super Heroes,3DS,2012,Action,2012,Warner Bros. Interactive Entertainment,0.41,0.27,0.0,0.06,0.74
2772,Mortal Kombat: Unchained,PSP,2006,Fighting,2006,Midway Games,0.67,0.01,0.0,0.06,0.74
2773,Mario & Luigi: Paper Jam,3DS,2015,Role-Playing,2015,Nintendo,0.16,0.3,0.25,0.04,0.74
2774,Yu-Gi-Oh! Dungeon Dice Monsters,GBA,2001,Misc,2001,Konami Digital Entertainment,0.42,0.16,0.15,0.01,0.74
2775,Brink,PS3,2011,Shooter,2011,Bethesda Softworks,0.29,0.32,0.01,0.12,0.74
2776,LEGO Marvel Super Heroes,WiiU,2013,Action,2013,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74
2777,Blur,PS3,2010,Racing,2010,Activision,0.22,0.37,0.02,0.13,0.74
2779,Namco Museum Remix,Wii,2007,Misc,2007,Atari,0.68,0.0,0.0,0.05,0.74
2780,Midnight Club 3: DUB Edition,XB,2005,Racing,2005,Take-Two Interactive,0.61,0.1,0.0,0.03,0.74
2781,Crysis 2,PC,2011,Action,2011,Electronic Arts,0.16,0.45,0.0,0.13,0.74
2782,The Lord of the Rings: The Two Towers,GBA,2002,Action,2002,Electronic Arts,0.53,0.2,0.0,0.01,0.74
2783,Tiger Woods PGA Tour 2001,PS2,2001,Sports,2001,Electronic Arts,0.36,0.28,0.0,0.09,0.74
2784,Indiana Jones and the Staff of Kings,Wii,2009,Action,2009,Activision,0.36,0.3,0.0,0.08,0.74
2785,Jet Moto 3,PS,1999,Racing,1999,Sony Computer Entertainment,0.41,0.28,0.0,0.05,0.74
2786,Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Fighting,2012,Namco Bandai Games,0.27,0.25,0.14,0.08,0.74
2787,Unreal Championship,XB,2002,Shooter,2002,Atari,0.59,0.12,0.0,0.03,0.74
2789,Pirates of the Caribbean: At World's End,PS3,2007,Action,2007,Disney Interactive Studios,0.17,0.41,0.0,0.15,0.74
2790,Tiger Woods PGA Tour 08,PS3,2007,Sports,2007,Electronic Arts,0.22,0.38,0.0,0.14,0.74
2791,Persona 4: Arena,PS3,2012,Fighting,2012,Atlus,0.3,0.12,0.24,0.07,0.74
2792,Sword of Mana,GBA,2003,Role-Playing,2003,Nintendo,0.31,0.11,0.3,0.02,0.74
2793,Harvest Moon DS: Island of Happiness,DS,2007,Simulation,2007,Rising Star Games,0.44,0.01,0.25,0.04,0.74
2731,Rare Replay,XOne,2015,Misc,2015,Microsoft Game Studios,0.47,0.21,0.01,0.07,0.75
2732,Spectrobes,DS,2007,Role-Playing,2007,Disney Interactive Studios,0.67,0.03,0.0,0.06,0.75
2733,Wall-E,PS2,2008,Platform,2008,THQ,0.21,0.0,0.0,0.54,0.75
2734,WWE SmackDown vs. Raw 2009,PSP,2008,Fighting,2008,THQ,0.41,0.21,0.0,0.14,0.75
2735,Band Hero,PS3,2009,Misc,2009,Activision,0.41,0.24,0.0,0.11,0.75
2736,Mega Man X5,PS,2000,Platform,2000,Capcom,0.3,0.21,0.2,0.05,0.75
2737,Tearaway,PSV,2013,Adventure,2013,Sony Computer Entertainment Europe,0.17,0.39,0.0,0.19,0.75
2738,DJ Hero 2,PS3,2010,Misc,2010,Activision,0.47,0.19,0.0,0.09,0.75
2739,The Godfather II,PS3,2009,Action,2009,Electronic Arts,0.41,0.22,0.01,0.11,0.75
2740,WWE SmackDown vs. Raw 2010,Wii,2009,Fighting,2009,THQ,0.51,0.17,0.0,0.07,0.75
2741,Turok,X360,2008,Action,2008,Touchstone,0.46,0.21,0.01,0.07,0.75
2742,[Prototype 2],PS3,2012,Action,2012,Activision,0.36,0.28,0.0,0.11,0.75
2743,Shark Tale,PS2,2004,Action,2004,Activision,0.37,0.29,0.0,0.1,0.75
